GO,Aeropyrum_pernix.CDS.fa.OUTPUT.daa.m8,Aquifex_aeolicus.CDS.fa.OUTPUT.daa.m8,Archaeoglobus_fulgidus.CDS.fa.OUTPUT.daa.m8,Hyperthermus_butyilicus.CDS.fa.OUTPUT.daa.m8,Methanococcus_jannaschii.CDS.fa.OUTPUT.daa.m8,Methanopyrus_kandleri.CDS.fa.OUTPUT.daa.m8,Methanothermus_fervidus.CDS.fa.OUTPUT.daa.m8,Pyrococcus_feriosus.CDS.fa.OUTPUT.daa.m8,Pyrodicitium_abyssi.CDS.fa.OUTPUT.daa.m8,Pyrolobus_fumarii.CDS.fa.OUTPUT.daa.m8,Sulfolobus_acidocaldarius.CDS.fa.OUTPUT.daa.m8,Thermocrinis_minervae.CDS.fa.OUTPUT.daa.m8,Thermocrinis_ruber.CDS.fa.OUTPUT.daa.m8,Thermotoga_maritima.CDS.fa.OUTPUT.daa.m8
EKC/KEOPS complex [GO:0000408],0,1,0,0,0,0,0,0,0,0,0,0,0,0
phosphorylase activity [GO:0004645],0,0,1,1,0,0,0,1,1,0,0,0,0,0
 DNA ligase (NAD+) activity [GO:0003911],0,1,0,0,0,0,0,0,0,0,0,0,0,1
ATP binding [GO:0005524],104,74,126,101,117,87,84,136,134,115,111,18,82,112
metabolic process [GO:0008152],0,0,0,0,0,1,0,1,1,0,0,0,0,1
beta-glucosidase activity [GO:0008422],0,0,0,0,0,0,0,0,0,0,0,0,0,2
 glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365],0,1,0,0,0,0,0,0,0,1,1,0,0,0
 seryl-tRNA aminoacylation [GO:0006434],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 ketone body catabolic process [GO:0046952],1,0,0,0,0,0,0,0,0,0,0,0,0,0
L-threonine 3-dehydrogenase activity [GO:0008743],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 cyclic-di-GMP binding [GO:0035438],0,2,0,0,0,0,0,0,0,0,0,0,1,0
pseudouridine synthesis [GO:0001522],0,0,0,1,1,1,1,1,1,1,0,0,0,0
 polysaccharide metabolic process [GO:0005976],0,0,0,0,1,0,1,0,0,0,0,0,0,1
 DNA-directed 5'-3' RNA polymerase activity [GO:0003899],10,6,11,11,12,12,12,11,11,11,11,0,6,5
 excinuclease ABC activity [GO:0009381],0,3,0,0,0,0,0,0,0,0,0,0,4,4
 lysine-tRNA ligase activity [GO:0004824],1,2,1,1,1,1,1,1,1,1,1,0,2,1
 tRNA processing [GO:0008033],9,6,13,4,8,11,3,12,10,5,6,0,4,7
carbon-nitrogen lyase activity [GO:0016840],0,0,0,0,0,1,1,0,0,0,0,0,0,0
 phosphoglycerate kinase activity [GO:0004618],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 tRNA 5'-leader removal [GO:0001682],4,0,4,4,4,3,5,4,4,4,4,0,0,1
mannan endo-1,4-beta-mannosidase activity [GO:0016985],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 ATP hydrolysis coupled proton transport [GO:0015991],3,1,4,3,4,4,5,4,4,3,3,0,1,1
phosphopyruvate hydratase complex [GO:0000015],0,0,0,0,0,0,0,1,1,0,0,0,0,0
periplasmic space [GO:0042597],0,3,2,0,0,0,0,0,0,0,0,0,2,2
 cellular protein modification process [GO:0006464],2,5,3,4,7,2,3,6,5,6,9,0,5,2
 IMP salvage [GO:0032264],0,1,0,0,1,1,1,0,0,0,0,0,0,0
cyclic-di-GMP binding [GO:0035438],0,2,0,0,0,0,0,0,0,0,0,0,0,1
 tryptophan synthase activity [GO:0004834],2,2,1,0,1,0,1,1,1,1,1,0,1,1
RNA binding [GO:0003723],9,4,13,12,8,16,10,15,16,14,10,0,7,6
 precorrin-2 dehydrogenase activity [GO:0043115],1,1,1,1,1,1,1,0,0,1,1,0,1,0
ferredoxin hydrogenase complex [GO:0009375],0,3,1,1,0,0,0,0,0,1,0,0,3,0
methenyltetrahydrofolate cyclohydrolase activity [GO:0004477],0,0,0,0,0,0,0,0,0,0,0,0,1,1
glucan 1,4-alpha-glucosidase activity [GO:0004339],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 peptide transport [GO:0015833],8,1,2,4,0,0,0,8,10,2,4,0,1,21
 lactoylglutathione lyase activity [GO:0004462],0,0,0,0,0,0,0,0,0,0,1,0,0,0
regulation of cell shape [GO:0008360],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 proteolysis involved in cellular protein catabolic process [GO:0051603],2,1,1,2,0,1,0,2,2,0,1,0,1,1
 lipopolysaccharide binding [GO:0001530],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 oxidoreductase activity [GO:0016491],14,25,48,17,27,17,16,34,28,18,30,0,30,32
 phosphopantetheine binding [GO:0031177],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 response to zinc ion [GO:0010043],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 histone glutamine methylation [GO:1990258],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 translation initiation factor activity [GO:0003743],4,3,4,6,5,8,6,5,4,6,4,0,3,5
 S-layer organization [GO:0045232],0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRNA (guanosine-2'-O-)-methyltransferase activity [GO:0009020],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 D-tyrosyl-tRNA(Tyr) deacylase activity [GO:0051500],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 preQ1 synthase activity [GO:0033739],1,1,0,0,0,0,0,0,0,0,0,0,1,1
NADH dehydrogenase (quinone) activity [GO:0050136],0,0,0,0,0,0,0,1,0,0,0,0,0,0
 thiamine metabolic process [GO:0006772],1,0,0,0,0,0,0,1,1,0,1,0,0,1
 adenylate cyclase activity [GO:0004016],0,1,0,0,1,0,0,0,0,0,0,0,1,0
 tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity [GO:0102522],0,0,1,0,1,0,1,1,1,0,0,0,0,0
 glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952],0,1,1,0,0,0,0,0,0,0,0,0,1,2
 pantothenate biosynthetic process [GO:0015940],2,2,1,2,1,0,0,2,2,2,1,0,3,3
DNA-directed RNA polymerase complex [GO:0000428],0,1,0,0,9,0,0,0,0,0,0,0,0,1
 proton-transporting ATP synthase activity, rotational mechanism [GO:0046933],2,9,1,1,2,0,6,1,1,4,1,0,8,6
 oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726],0,0,0,0,0,0,1,0,0,0,0,0,1,0
 tetrapyrrole biosynthetic process [GO:0033014],1,0,0,1,0,1,1,0,0,1,2,0,2,0
protein serine/threonine phosphatase activity [GO:0004722],0,2,0,0,0,0,0,0,0,1,0,0,1,0
 keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0019294],0,0,0,0,0,0,0,0,0,0,0,0,1,0
cobalt-factor II C20-methyltransferase activity [GO:0043781],0,0,0,0,1,0,0,0,0,0,1,0,0,0
 nitronate monooxygenase activity [GO:0018580],0,0,1,0,0,0,0,0,0,0,0,0,1,1
 geranyltranstransferase activity [GO:0004337],0,1,0,0,0,0,1,0,0,0,0,0,0,1
 spermidine biosynthetic process [GO:0008295],2,3,2,1,2,0,0,2,2,2,2,0,2,2
 protein refolding [GO:0042026],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 maturation of SSU-rRNA [GO:0030490],0,0,0,0,3,0,0,0,0,0,0,0,0,0
 ATP phosphoribosyltransferase activity [GO:0003879],0,1,1,0,1,1,1,1,0,1,1,0,1,1
 threonine biosynthetic process [GO:0009088],3,6,3,0,6,5,3,4,5,3,5,0,5,3
 plasma membrane [GO:0005886],34,111,133,27,211,26,27,42,39,17,30,0,58,106
cell [GO:0005623],13,12,11,6,1,1,3,9,3,7,13,0,14,10
transferase activity, transferring phosphorus-containing groups [GO:0016772],2,0,2,1,1,1,0,1,1,1,0,0,0,0
 viral capsid assembly [GO:0019069],0,0,0,0,0,0,0,1,0,0,0,0,0,0
 D-malate dehydrogenase (decarboxylating) activity [GO:0046553],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 O-phospho-L-serine:2-oxoglutarate aminotransferase activity [GO:0004648],0,0,0,0,0,0,1,0,0,0,0,0,0,0
 cellular amino acid metabolic process [GO:0006520],5,1,5,3,2,3,3,7,7,2,5,0,1,2
 glycogen biosynthetic process [GO:0005978],0,2,0,0,1,0,0,0,0,0,0,0,2,3
HslUV protease complex [GO:0009376],0,2,0,0,0,0,0,0,0,0,0,0,2,2
 small molecule binding [GO:0036094],0,0,0,0,0,6,2,0,0,0,0,0,0,1
 nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966],1,0,1,1,1,1,1,1,1,1,1,0,0,0
peptidyl-lysine modification to peptidyl-hypusine [GO:0008612],0,0,0,1,0,0,0,0,0,0,0,0,0,0
5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703],1,2,1,1,0,1,1,1,0,1,1,0,2,1
4-hydroxybutanoyl-CoA dehydratase activity [GO:0043721],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 molybdenum ion binding [GO:0030151],2,3,3,1,2,2,3,2,3,2,1,1,3,0
 ammonium transmembrane transporter activity [GO:0008519],0,1,3,0,2,2,1,0,0,1,1,0,1,1
 dihydroorotate dehydrogenase (fumarate) activity [GO:1990663],1,1,0,0,0,0,0,0,0,0,0,0,0,0
 ribonuclease P RNA binding [GO:0033204],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 L-aspartate:fumarate oxidoreductase activity [GO:0044318],0,1,0,0,0,1,1,1,1,0,0,0,0,0
monooxygenase activity [GO:0004497],0,0,0,0,0,0,0,0,1,0,0,1,0,0
 lysine metabolic process [GO:0006553],0,0,0,0,1,0,0,0,0,0,0,0,0,0
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628],1,1,2,1,0,0,1,0,0,0,1,0,1,0
 peptidyl-glutamine methylation [GO:0018364],0,0,0,0,0,0,0,0,0,0,0,0,1,0
phosphosulfolactate synthase activity [GO:0043817],0,0,0,0,1,1,1,0,0,0,0,0,0,0
extracellular region [GO:0005576],0,0,0,0,0,0,0,1,0,0,1,0,0,3
 rRNA base methylation [GO:0070475],0,4,0,0,2,0,0,0,0,0,0,0,2,4
 Smc5-Smc6 complex [GO:0030915],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 cellular response to hydrogen peroxide [GO:0070301],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 vitamin E biosynthetic process [GO:0010189],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 GTP biosynthetic process [GO:0006183],1,2,1,1,4,1,1,1,1,1,1,0,1,1
 glyceraldehyde-3-phosphate biosynthetic process [GO:0046166],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 heme O biosynthetic process [GO:0048034],1,1,1,1,0,0,0,0,0,1,1,0,1,0
 arginine catabolic process [GO:0006527],0,0,3,0,1,1,1,1,1,1,0,0,0,0
 receptor activity [GO:0004872],0,1,0,0,0,0,0,0,0,0,0,0,3,0
 threonine catabolic process [GO:0006567],1,0,0,1,0,0,0,0,0,0,1,0,0,2
 ribokinase activity [GO:0004747],2,0,1,0,1,0,1,0,0,0,1,0,0,1
 glutamine metabolic process [GO:0006541],4,7,10,4,14,11,10,9,8,9,11,2,8,11
 NADHX epimerase activity [GO:0052856],1,0,0,0,0,0,1,1,1,1,1,0,1,0
proteasome complex [GO:0000502],0,0,0,0,1,0,0,0,0,0,0,1,0,0
carbohydrate metabolic process [GO:0005975],1,0,0,0,0,0,0,0,0,0,0,0,1,1
 7,8-dihydroneopterin 3'-triphosphate biosynthetic process [GO:0035998],0,1,0,1,0,0,0,0,0,1,1,0,1,1
 NADH dehydrogenase complex [GO:0030964],0,0,0,0,0,0,0,0,0,0,0,0,2,0
phosphoglucosamine mutase activity [GO:0008966],0,0,0,0,0,1,0,1,1,0,0,0,0,0
 adenine salvage [GO:0006168],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 protein secretion [GO:0009306],2,10,1,1,0,1,1,0,0,2,2,0,10,6
 phosphatidate cytidylyltransferase activity [GO:0004605],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 6,7-dimethyl-8-ribityllumazine synthase activity [GO:0000906],0,1,0,1,1,0,1,0,0,1,0,0,1,1
glycerone kinase activity [GO:0004371],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 phosphoribosylaminoimidazole carboxylase activity [GO:0004638],0,1,0,0,0,0,0,1,0,0,1,0,1,1
 antibiotic catabolic process [GO:0017001],0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNA-templated transcription, elongation [GO:0006354],0,0,0,0,0,0,0,0,0,0,0,0,1,1
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810],4,1,3,8,2,3,1,1,4,3,7,0,4,3
 ATP-dependent RNA helicase activity [GO:0004004],0,2,0,0,7,0,0,0,0,0,0,0,0,2
 small ribosomal subunit rRNA binding [GO:0070181],0,1,0,0,2,0,0,0,0,0,0,0,1,1
 oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627],6,1,3,2,0,0,0,0,0,1,1,0,2,0
acireductone synthase activity [GO:0043874],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 exodeoxyribonuclease VII activity [GO:0008855],0,0,0,0,0,0,0,0,0,0,0,0,0,2
 CoB--CoM heterodisulfide reductase activity [GO:0051912],0,0,0,0,3,3,1,0,0,0,0,0,0,0
5'-deoxyadenosine deaminase activity [GO:0090613],0,0,0,0,0,0,1,0,0,0,0,0,0,0
 cotranslational protein targeting to membrane [GO:0006613],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489],0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686],1,1,2,1,0,1,1,1,0,1,1,0,1,1
acetate-CoA ligase (ADP-forming) activity [GO:0043758],0,0,2,0,1,0,0,2,0,0,0,0,0,0
 tricarboxylic acid cycle [GO:0006099],5,8,9,3,4,4,4,3,2,5,6,0,6,2
 pyrimidine nucleotide metabolic process [GO:0006220],0,0,1,1,0,0,1,1,1,1,0,0,1,1
3-dehydroquinate dehydratase activity [GO:0003855],1,1,1,0,1,1,1,1,1,1,1,0,1,1
positive chemotaxis [GO:0050918],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007],0,0,1,0,2,0,0,0,0,0,0,0,0,0
 phenylalanine-tRNA ligase activity [GO:0004826],2,2,2,2,3,2,2,2,2,2,2,0,2,2
 phosphorylase activity [GO:0004645],0,0,1,0,1,0,0,0,0,0,0,0,0,1
cobalamin binding [GO:0031419],2,0,6,0,0,0,0,2,2,0,2,0,0,1
 purine ribonucleoside salvage [GO:0006166],1,2,1,1,2,2,2,2,2,1,1,0,2,1
 magnesium ion binding [GO:0000287],11,18,15,14,19,21,32,18,18,28,29,0,31,23
mature ribosome assembly [GO:0042256],1,0,1,1,1,1,1,1,1,1,1,0,0,0
 UDP-N-acetylglucosamine 2-epimerase activity [GO:0008761],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 cobaltochelatase activity [GO:0051116],0,0,0,0,0,0,2,0,0,0,0,0,0,0
DNA recombination [GO:0006310],0,1,0,0,0,0,0,0,0,0,0,0,0,0
phosphate acetyltransferase activity [GO:0008959],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 phosphopyruvate hydratase activity [GO:0004634],1,1,1,1,1,1,1,2,2,1,1,0,1,1
cellular protein modification process [GO:0006464],1,2,0,0,0,0,0,0,0,0,1,0,0,0
pyruvate synthase activity [GO:0019164],0,0,2,3,1,0,2,2,1,0,1,0,0,1
lyase activity [GO:0016829],3,5,9,2,4,4,6,4,9,2,8,7,4,5
 L-lactate dehydrogenase activity [GO:0004459],0,0,1,0,1,0,0,0,0,0,0,0,0,1
 RNA (guanine-N7)-methylation [GO:0036265],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 succinate dehydrogenase activity [GO:0000104],0,1,0,2,0,0,0,0,0,0,1,0,0,1
 protein-chromophore linkage [GO:0018298],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 succinate-CoA ligase (ADP-forming) activity [GO:0004775],2,2,4,2,2,1,2,0,0,2,0,0,2,0
 UDP-sugar diphosphatase activity [GO:0008768],0,0,0,0,0,0,0,0,0,0,0,0,0,1
hydroxypyruvate reductase activity [GO:0016618],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 RNA methyltransferase activity [GO:0008173],1,2,2,2,1,2,1,0,0,2,1,0,3,1
 dTDP biosynthetic process [GO:0006233],1,1,2,1,1,1,2,1,1,1,2,0,1,1
 acyl binding [GO:0000035],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 cobyrinic acid a,c-diamide synthase activity [GO:0042242],0,0,1,0,1,2,1,0,0,0,1,0,0,0
 'de novo' AMP biosynthetic process [GO:0044208],0,2,2,0,2,2,2,2,2,2,2,0,2,2
response to metal ion [GO:0010038],1,0,1,1,0,1,1,1,1,1,1,0,1,1
maltose transport complex [GO:1990060],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 3'-5' exonuclease activity [GO:0008408],0,6,0,0,0,0,0,0,0,0,0,0,2,4
 proline:sodium symporter activity [GO:0005298],1,0,1,0,0,0,0,1,3,0,0,0,0,0
 extracellular region [GO:0005576],1,4,1,1,3,1,2,1,1,1,1,0,4,5
 tetrahydromethanopterin biosynthetic process [GO:2001118],0,0,1,0,0,1,2,0,0,0,0,0,0,0
 peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183],1,0,1,1,3,1,1,1,1,1,1,0,0,0
 DNA binding [GO:0003677],22,37,31,18,37,25,21,31,27,19,20,0,35,50
 thymidylate kinase activity [GO:0004798],1,1,2,1,1,1,2,1,1,1,2,0,1,1
 regulation of gene expression [GO:0010468],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 GDP-mannose metabolic process [GO:0019673],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 L(+)-tartrate dehydratase activity [GO:0008730],0,0,0,0,1,0,0,0,0,0,0,0,0,2
 nucleotide catabolic process [GO:0009166],1,1,1,1,0,0,0,0,0,0,0,0,1,1
 aromatic compound catabolic process [GO:0019439],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 potassium ion transmembrane transport [GO:0071805],0,1,0,0,1,0,0,0,0,0,0,0,0,0
transferase activity, transferring hexosyl groups [GO:0016758],0,1,0,1,1,1,1,0,0,0,1,0,0,2
 DNA primase activity [GO:0003896],2,1,3,3,3,3,3,3,3,3,3,0,1,1
glycerol-3-phosphate dehydrogenase complex [GO:0009331],0,1,2,0,0,0,0,0,0,0,2,0,1,2
 lactate transmembrane transporter activity [GO:0015129],0,0,1,0,0,1,0,0,0,0,1,0,0,0
 methenyltetrahydromethanopterin cyclohydrolase activity [GO:0018759],0,0,1,0,1,1,1,0,0,0,0,0,0,0
 glutamyl-tRNA aminoacylation [GO:0006424],1,1,1,1,1,1,1,1,1,1,1,0,1,2
acetoin metabolic process [GO:0045149],0,0,0,0,0,0,0,0,0,0,1,0,1,0
 helicase activity [GO:0004386],7,4,10,7,5,6,9,12,12,8,10,0,5,4
 propanediol catabolic process [GO:0051144],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 dTTP biosynthetic process [GO:0006235],0,1,0,1,3,1,3,0,0,1,1,0,1,1
 DNA repair [GO:0006281],10,16,12,12,12,11,10,12,11,11,11,0,12,14
 L-threonine ammonia-lyase activity [GO:0004794],1,0,0,1,0,0,0,0,0,0,0,0,0,1
 protein methyltransferase activity [GO:0008276],0,2,1,0,2,1,1,1,1,0,1,0,0,2
 S-adenosylmethionine biosynthetic process [GO:0006556],1,2,1,1,1,1,1,1,1,1,1,0,1,1
 unfolded protein binding [GO:0051082],0,3,0,0,1,0,0,0,0,0,0,0,0,0
 archaeosine-tRNA biosynthetic process [GO:0002927],0,0,0,0,1,0,0,0,0,0,0,0,0,0
hydrolase activity, acting on ester bonds [GO:0016788],2,2,3,3,2,2,3,2,3,3,3,0,2,2
lysine 6-dehydrogenase activity [GO:0050303],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 cytosol [GO:0005829],0,3,0,0,1,0,0,0,0,0,0,0,0,1
3-dehydroquinate synthase activity [GO:0003856],0,1,1,0,1,1,1,0,0,0,0,0,1,0
 cobalamin binding [GO:0031419],2,1,1,3,3,4,1,2,2,2,2,0,0,3
ribonucleoside-triphosphate reductase activity [GO:0008998],0,0,0,1,0,1,1,1,1,1,0,0,0,0
 thiamine-phosphate diphosphorylase activity [GO:0004789],1,2,1,2,1,1,1,3,3,1,1,0,2,1
 rRNA (guanine-N7-)-methyltransferase activity [GO:0070043],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 anthranilate synthase activity [GO:0004049],0,0,0,0,1,0,0,0,0,0,0,0,0,1
 regulation of transcription from RNA polymerase III promoter [GO:0006359],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 nucleotide kinase activity [GO:0019201],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 intramolecular transferase activity, phosphotransferases [GO:0016868],0,2,0,0,0,0,0,0,0,0,0,0,0,0
glutamate racemase activity [GO:0008881],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 potassium-transporting ATPase activity [GO:0008556],0,0,0,0,0,0,3,0,0,0,0,0,0,0
UDP-N-acetylglucosamine 2-epimerase activity [GO:0008761],0,0,0,0,0,0,1,2,1,0,0,0,0,2
 inositol monophosphate 3-phosphatase activity [GO:0052832],1,1,1,0,1,0,1,0,0,0,0,0,0,0
phosphoribosylglycinamide formyltransferase activity [GO:0004644],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 pyroglutamyl-peptidase activity [GO:0016920],0,0,0,1,0,0,0,1,1,0,1,0,0,0
 molybdopterin cofactor biosynthetic process [GO:0032324],0,2,3,0,3,1,1,0,0,1,1,0,0,0
thiamine-phosphate kinase activity [GO:0009030],1,0,1,1,2,2,1,0,0,1,2,0,0,0
 protein kinase A regulatory subunit binding [GO:0034237],0,1,0,0,1,0,0,0,0,0,0,0,0,1
 thiamine binding [GO:0030975],0,0,0,1,0,0,0,0,0,0,0,0,0,1
methanogenesis, from acetate [GO:0019385],0,2,2,0,1,1,1,0,0,0,0,0,2,0
 hydroxylamine reductase activity [GO:0050418],0,0,0,0,3,0,0,1,1,1,0,0,0,1
8-amino-7-oxononanoate synthase activity [GO:0008710],0,1,0,0,1,0,0,1,0,0,0,0,1,0
 3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity [GO:0008694],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 hydrogen-translocating pyrophosphatase activity [GO:0009678],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 CTPase activity [GO:0043273],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 proline dipeptidase activity [GO:0102009],1,0,0,0,0,0,0,1,0,0,0,0,0,0
 oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645],0,1,0,0,1,1,1,0,0,1,0,0,0,0
 riboflavin synthase complex [GO:0009349],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 lactate oxidation [GO:0019516],1,0,8,1,0,0,0,0,0,0,1,0,0,0
 glucuronoxylan catabolic process [GO:2000886],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 molybdopterin synthase activity [GO:0030366],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 response to stress [GO:0006950],0,1,1,0,1,0,0,0,1,0,0,0,0,0
 viral nucleocapsid [GO:0019013],0,0,0,0,0,1,4,1,0,4,1,0,0,0
damaged DNA binding [GO:0003684],0,0,0,0,0,0,1,0,0,0,0,0,0,0
LPPG:FO 2-phospho-L-lactate transferase activity [GO:0043743],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 TAT protein transport complex [GO:0033281],2,1,3,2,0,0,0,0,0,2,1,0,2,0
aminoacyl-tRNA ligase activity [GO:0004812],1,0,0,0,0,0,0,0,2,0,0,22,1,0
hydrolase activity [GO:0016787],20,11,29,26,19,47,19,24,37,21,35,14,15,24
 positive regulation of translation [GO:0045727],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765],5,3,7,1,4,1,1,3,3,3,2,0,4,2
starch binding [GO:2001070],0,0,0,0,0,0,0,1,0,0,0,0,0,0
 3-deoxy-manno-octulosonate cytidylyltransferase activity [GO:0008690],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 glycerophosphodiester transport [GO:0001407],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 cobalamin-transporting ATPase activity [GO:0015420],0,0,0,0,0,1,1,0,0,1,1,0,0,0
 pyrimidine nucleotide biosynthetic process [GO:0006221],1,2,1,2,1,1,3,5,5,2,1,0,3,1
 precorrin-2 C20-methyltransferase activity [GO:0030788],0,0,0,0,1,0,0,0,0,0,1,0,0,0
 glyoxylate reductase activity [GO:0047964],1,0,0,0,0,0,0,1,1,0,0,0,0,0
 double-stranded RNA binding [GO:0003725],1,2,2,1,2,1,1,3,2,1,1,1,1,1
cystathionine beta-synthase activity [GO:0004122],2,0,0,0,0,0,0,0,0,0,0,0,0,0
 sulfiredoxin activity [GO:0032542],0,2,0,0,0,0,0,0,0,0,0,0,0,0
 symporter activity [GO:0015293],1,1,0,0,0,0,0,2,1,0,0,0,0,0
protein methyltransferase activity [GO:0008276],0,0,1,0,1,2,2,0,0,0,2,0,0,0
 cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817],0,0,0,0,0,0,0,1,1,0,0,0,0,1
glucose 1-dehydrogenase [NAD(P)] activity [GO:0047936],0,0,0,0,0,0,0,1,0,0,1,0,0,0
 heme-transporting ATPase activity [GO:0015439],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 D-sedoheptulose 7-phosphate isomerase activity [GO:0008968],0,1,0,0,1,0,0,0,0,0,0,0,1,0
transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer [GO:0046912],1,1,0,0,0,0,1,0,0,2,1,0,1,0
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811],1,0,1,0,0,0,0,1,1,0,2,0,0,1
 cellular calcium ion homeostasis [GO:0006874],0,1,0,0,1,0,0,0,0,0,0,0,0,1
 nucleotide metabolic process [GO:0009117],1,1,1,2,2,2,0,1,0,1,1,0,0,1
 methylisocitrate lyase activity [GO:0046421],1,0,0,0,0,0,0,0,0,0,1,0,0,0
 cellular response to oxidative stress [GO:0034599],0,3,0,0,0,0,0,0,0,0,0,0,0,0
[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 oxidoreductase activity, acting on CH-OH group of donors [GO:0016614],3,3,2,1,0,0,1,0,0,0,9,0,3,1
mannose-1-phosphate guanylyltransferase activity [GO:0004475],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 formate metabolic process [GO:0015942],0,0,0,0,2,1,1,1,1,0,1,0,0,0
molybdopterin synthase activity [GO:0030366],0,0,0,0,0,0,0,0,1,0,0,0,0,0
 protein processing [GO:0016485],0,1,0,0,3,0,0,0,0,0,0,0,1,0
 carbohydrate transport [GO:0008643],0,0,1,6,0,0,0,8,3,0,9,0,0,0
 methanogenesis [GO:0015948],0,0,6,0,15,14,15,0,0,0,0,0,0,0
 adenine phosphoribosyltransferase activity [GO:0003999],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 four-way junction DNA binding [GO:0000400],0,0,0,0,2,0,0,0,0,0,0,0,0,0
 glycerate kinase activity [GO:0008887],0,0,0,0,0,0,0,0,0,0,0,0,0,1
